Pháp lý,Hướng,Chính chủ,Đường trước nhà,Giá,url,Địa chỉ tài sản,Mã tin,Số phòng ngủ,Loại BDS,Chiều dài,Diện tích,Sân thượng,Thuộc dự án,Phòng ăn,Loại tin,Chổ để xe hơi,Chiều ngang,Nhà bếp,Số lầu
Sổ hồng/ Sổ đỏ,_,---,3m,"19,6 tỷ",https://alonhadat.com.vn/phan-dinh-giot-ga-de-trung-o-to-tranh-thang-may-19-6-ty-17366488.html,"Phố Phan Đình Giót, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",17366488.0,22,Nhà trong hẻm,12m,77 m2,,,,Cần bán,,"6,2m",,7
Sổ hồng/ Sổ đỏ,_,---,3m,"7,95 tỷ",https://alonhadat.com.vn/nha-dam-quang-trung-ngay-cau-vinh-tuy-tien-ich-bat-ngan-oto-do-cua-32m-5t-gia-7-95-ty-17398986.html,"Đường Đàm Quang Trung, Phường Long Biên, Quận Long Biên, Hà Nội",17398986.0,3,Nhà trong hẻm,"6,5m",32 m2,,,,Cần bán,---,5m,,5
Sổ hồng/ Sổ đỏ,_,---,26m,88 triệu / m2,https://alonhadat.com.vn/lo-goc-te-hanh-xuan-thuy-khu-ben-du-thuyen-ana-marina-17398926.html,"Đường Tế Hanh, Phường Vĩnh Hòa, Thành phố Nha Trang, Khánh Hòa",17398926.0,---,"Đất nền, liền kề, đất dự án",---,304 m2,---,Khu đô thị mới Vĩnh Hòa (xem chi tiết dự án),---,Cần bán,---,33m,---,2
Sổ hồng/ Sổ đỏ,_,---,"7,5m","5,4 tỷ",https://alonhadat.com.vn/-re-ban-dat-con-dau-22-gia-goc-cdt-17302234.html,"Đường Cồn Dầu 22, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",17302234.0,---,"Đất nền, liền kề, đất dự án",20m,100 m2,---,,---,Cần bán,---,5m,---,---
Sổ hồng/ Sổ đỏ,Tây Nam,---,"3,5m","2,86 tỷ",https://alonhadat.com.vn/-ban-nha-2-tang-3-ngu-64m-tuyen-2-cam-lo-hung-vuong-hong-bang-hai-phong-17323307.html,"Đường Cam Lộ, Phường Hùng Vương, Quận Hồng Bàng, Hải Phòng",17323307.0,3,Nhà trong hẻm,---,64 m2,,,,Cần bán,---,4m,,2
---,_,---,"7,5m","6,1 tỷ",https://alonhadat.com.vn/dat-dam-sen-ngu-hanh-son-da-nang-sat-song-gan-bien-dt-100m2-gia-6-1-ty-17362548.html,"Đường Đầm Sen, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng",17362548.0,---,"Đất thổ cư, đất ở",20m,100 m2,---,,---,Cần bán,---,5m,---,---
Sổ hồng/ Sổ đỏ,Đông Bắc,---,0m,16 tỷ,https://alonhadat.com.vn/-chi-16-ty-biet-thu-phuoc-son-261m-ho-boi-phong-chieu-phim-ngay-sun-group-vt-16746252.html,"Đường 3/2, Phường 11, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",16746252.0,5,"Biệt thự, nhà liền kề",---,261 m2,---,Khu dân cư Phước Sơn (xem chi tiết dự án),---,Cần bán,---,---,---,3
Sổ hồng/ Sổ đỏ,_,---,8m,1 tỷ,https://alonhadat.com.vn/chu-ngop-ban-gap-2-lo-lien-ke-ngay-kdl-buu-long-bien-hoa-gia-chi-tu-hon-1ty-duong-nhua-8m-16494134.html,"Đường Huỳnh Văn Nghệ, Phường Bửu Long, Thành phố Biên Hoà, Đồng Nai",16494134.0,---,"Đất thổ cư, đất ở",20m,90 m2,---,,---,Cần bán,---,5m,---,---
Sổ hồng/ Sổ đỏ,_,---,6m,"1,45 tỷ",https://alonhadat.com.vn/nha-cap-4-gia-1ty450-nam-ngay-kdl-buu-long-bien-hoa-so-rieng-tho-cu-duong-6m-17281070.html,"Đường Huỳnh Văn Nghệ, Phường Bửu Long, Thành phố Biên Hoà, Đồng Nai",17281070.0,3,Nhà trong hẻm,23m,115 m2,---,,---,Cần bán,---,5m,---,1
Sổ hồng/ Sổ đỏ,Đông Nam,---,20m,21 tỷ,https://alonhadat.com.vn/ban-nha-mat-tien-tran-van-kheo-tret-lung-3-lau-17396419.html,"100 Đường Trần Phú, Phường Cái Khế, Quận Ninh Kiều, Cần Thơ",17396419.0,4,Nhà mặt tiền,16m,64 m2,---,,---,Cần bán,---,4m,---,3
Giấy tờ hợp lệ,_,---,4m,"1,58 tỷ",https://alonhadat.com.vn/nha-duong-huynh-tan-phat-nha-be-4-5-x-8m-1-tret-1-lau-2-phong-ngu--17396304.html,"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, Hồ Chí Minh",17396304.0,2,Nhà trong hẻm,8m,36 m2,---,,---,Cần bán,---,"4,5m",---,1
Sổ hồng/ Sổ đỏ,_,---,16m,"1,888 tỷ",https://alonhadat.com.vn/ban-gap-nha-mt-nguyen-trai-4x20m-nha-moi-4pn-3wc-so-hong-gia-18-888-ty-17395940.html,"Đường Nguyễn Trãi, Phường 14, Quận 5, Hồ Chí Minh",17395940.0,4,Nhà mặt tiền,20m,80 m2,---,,,Cần bán,,4m,,2
---,_,---,5m,"7,5 tỷ",https://alonhadat.com.vn/nha-moi-4-tang-mat-tien-hem-xe-hoi-quoc-lo-13-ngay-kdt-van-phuc-nhinh-7-dong-17395763.html,"Quốc Lộ 13, Phường Hiệp Bình Phước, Thành phố Thủ Đức, Hồ Chí Minh",17395763.0,4,Nhà trong hẻm,---,60 m2,---,,---,Cần bán,---,---,---,4
Sổ hồng/ Sổ đỏ,_,---,6m,"6,65 tỷ",https://alonhadat.com.vn/nha-dep-5x13-tret-2-lau-hem-6-m-bhhb-bt-chi-6-65-ty-17084925.html,"Đường Hồ Văn Long, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh",17084925.0,3,Nhà trong hẻm,13m,63 m2,---,,---,Cần bán,---,5m,---,2
Giấy tờ hợp lệ,Nam,---,6m,"6,5 tỷ",https://alonhadat.com.vn/nha-le-van-luong-phuoc-kien-nha-be-4-tang-5-x-16m-hem-xe-hoi--17395466.html,"Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, Hồ Chí Minh",17395466.0,4,Nhà mặt tiền,16m,80 m2,,,,Cần bán,,5m,,4
---,_,---,---,82 tỷ,https://alonhadat.com.vn/ban-khach-san-mat-tien-duong-tran-bach-dang-view-bien-my-khue-15307641.html,"Đường Trần Bạch Đằng, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",15307641.0,---,"Nhà hàng, khách sạn",---,2.000 m2,---,,---,Cần bán,---,---,---,---
---,_,---,---,"999,999 tỷ",https://alonhadat.com.vn/ban-khach-san-5-sao-bien-my-khue-15459908.html,"Đường Võ Nguyên Giáp, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",15459908.0,---,"Nhà hàng, khách sạn",---,15.000 m2,---,,---,Cần bán,---,---,---,---
---,_,---,---,"67,5 tỷ",https://alonhadat.com.vn/ban-khach-san-4-sao-mat-tien-duong-vo-van-kiet-giam-gia-40--13992784.html,"Đường Võ Văn Kiệt, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",13992784.0,---,"Nhà hàng, khách sạn",---,140 m2,---,,---,Cần bán,---,---,---,---
---,_,---,---,240 tỷ,https://alonhadat.com.vn/ban-khach-san-4-sao-chuan-100-phong-bien-my-khue--16779074.html,"Đường Hồ Nghinh, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",16779074.0,90,"Nhà hàng, khách sạn",---,600 m2,---,,---,Cần bán,---,30m,---,---
---,_,---,20m,290 triệu / m2,https://alonhadat.com.vn/ban-lo-dat-goc-2-mat-tien-bien-vo-nguyen-giap-15927908.html,"Đường Hoàng Sa, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng",15927908.0,---,"Đất thổ cư, đất ở",---,230 m2,---,,---,Cần bán,---,---,---,---
Sổ hồng/ Sổ đỏ,_,---,12m,"8,9 tỷ",https://alonhadat.com.vn/ban-mtkd-tan-vinh-loc-tphcm-5x33-giap-binh-tan-chi-8-9-ty-17218744.html,"Đường Liên Ấp 123, Xã Vĩnh Lộc B, Huyện Bình Chánh, Hồ Chí Minh",17218744.0,---,"Đất thổ cư, đất ở",33m,169 m2,---,,---,Cần bán,---,5m,---,---
Giấy tờ hợp lệ,_,---,4m,"3,79 tỷ",https://alonhadat.com.vn/nha-so-hong-rieng-1-lau-gom-3-phong-ngu-duong-huynh-tan-phat-quan-7-kcn-tan-thuan--17394989.html,"Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",17394989.0,3,Nhà mặt tiền,12m,35 m2,---,,---,Cần bán,---,3m,---,2
Sổ hồng/ Sổ đỏ,Đông Nam,---,4m,"3,5 tỷ",https://alonhadat.com.vn/-nha-2-tang-moi-100-62m-vuong-vuc-full-noi-that-da-son-2-gia-3-ty-500-17394956.html,"Đường Hoàng Văn Thái, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng",17394956.0,3,Nhà trong hẻm,14m,62 m2,,,,Cần bán,,5m,,2
Sổ hồng/ Sổ đỏ,_,---,15m,"1,9 tỷ",https://alonhadat.com.vn/-ban-dat-ven-bien-phat-trien-kdt-ven-bien-dau-tu-sinh-loi-16685933.html,"Đường Triệu Việt Vương, Thị trấn Quất Lâm, Huyện Giao Thủy, Nam Định",16685933.0,---,"Đất thổ cư, đất ở",---,97 m2,---,Khu nghỉ dưỡng Quất Lâm (xem chi tiết dự án),---,Cần bán,---,5m,---,---
---,_,---,3m,"11,98 tỷ",https://alonhadat.com.vn/ban-nha-ai-mo-lo-goc-2-mat-thoang-72-4m2-c4-11-98-ty-long-bien-17088749.html,"Phố Ái Mộ, Phường Long Biên, Quận Long Biên, Hà Nội",17088749.0,3,Nhà trong hẻm,11m,724 m2,,,,Cần bán,,5m,,2
Giấy tờ hợp lệ,Tây,---,6m,"2,48 tỷ",https://alonhadat.com.vn/nha-1979-huynh-tan-phat-thi-tran-nha-be-mat-tien-hem-thong-kinh-doanh-kinh-doanh-can-goc-17394790.html,"Đường Đặng Nhữ Lâm, Thị trấn Nhà Bè, Huyện Nhà Bè, Hồ Chí Minh",17394790.0,4,Nhà mặt tiền,8m,24 m2,---,,---,Cần bán,---,3m,---,3
---,_,---,20m,55 tỷ,https://alonhadat.com.vn/ban-dat-mat-tien-duong-nguyen-thi-minh-khai-nha-trang-17394501.html,"Đường Nguyễn Thị Minh Khai, Phường Lộc Thọ, Thành phố Nha Trang, Khánh Hòa",17394501.0,---,"Đất thổ cư, đất ở",---,229 m2,---,,---,Cần bán,---,---,---,---
Sổ hồng/ Sổ đỏ,Đông Bắc,---,5m,"3,68 tỷ",https://alonhadat.com.vn/nha-3-tang-tan-co-dien-ngoc-anh-my-thuong-tp-hue-17350546.html,"Đường Ngọc Anh, Phường Phú Thượng, Thành phố Huế, Huế",17350546.0,4,Nhà trong hẻm,9m,80 m2,---,,,Cần bán,,9m,,3
Sổ hồng/ Sổ đỏ,Đông,---,20m,"13,5 triệu / m2",https://alonhadat.com.vn/ban-1-900m2-tho-cu-mat-tien-container-tinh-lo-833b-canh-quoc-lo-1a-gia-13-5tr-m2-16606837.html,"Tỉnh lộ 833B, Xã Phước Vân, Huyện Cần Đước, Long An",16606837.0,---,"Đất thổ cư, đất ở",67m,1.900 m2,---,,---,Cần bán,---,30m,---,---
Sổ hồng/ Sổ đỏ,Tây,---,10m,"5,8 triệu / m2",https://alonhadat.com.vn/ban-5-000m2-tho-cu-mt-lo-nhua-lon-tai-phuoc-van-gia-re-5-8tr-m2-16179169.html,"Đường Liên Xã, Xã Phước Vân, Huyện Cần Đước, Long An",16179169.0,---,"Đất thổ cư, đất ở",80m,5.000 m2,---,,---,Cần bán,---,12m,---,---
Sổ hồng/ Sổ đỏ,Đông Nam,---,9m,"5,8 triệu / m2",https://alonhadat.com.vn/dat-dep-1-110m2-ont-o-nhua-tam-thang-canh-quoc-lo-1a-thanh-duc-ben-luc-gia-re-5-8tr-m2-16589706.html,"Quốc lộ 1A, Xã Thạnh Đức, Huyện Bến Lức, Long An",16589706.0,---,"Đất thổ cư, đất ở",68m,1.116 m2,---,,---,Cần bán,---,15m,---,---
Sổ hồng/ Sổ đỏ,Tây,---,28m,"8,2 tỷ",https://alonhadat.com.vn/ban-997m2-full-tho-cu-goc-nga-tu-tinh-lo-830-moi-long-son-can-duoc-gia-re-8-2-ty-tl-16606876.html,"Tỉnh lộ 830, Xã Long Sơn, Huyện Cần Đước, Long An",16606876.0,---,"Đất thổ cư, đất ở",47m,997 m2,---,,---,Cần bán,---,22m,---,---
---,_,---,12m,"16,5 tỷ",https://alonhadat.com.vn/ban-2-200m2-nx-500m2-mt-tinh-19-container-thuan-thanh-can-giuoc-gia-chi-16-8-ty-16159732.html,"Đường ĐT 830, Xã Thuận Thành, Huyện Cần Giuộc, Long An",16159732.0,---,"Kho, xưởng",100m,2.200 m2,---,,---,Cần bán,---,15m,---,---
Sổ hồng/ Sổ đỏ,Bắc,---,12m,"4,2 tỷ",https://alonhadat.com.vn/lo-goc-2-mat-tien-truc-chinh-kdc-nam-long-doi-dien-cho-rach-kien-gia-chi-4-2-ty-tl-16174232.html,"Đường Tỉnh lộ 826, Xã Long Hòa, Huyện Cần Đước, Long An",16174232.0,---,"Đất thổ cư, đất ở",17m,89 m2,---,,---,Cần bán,---,"5,5m",---,---
Sổ hồng/ Sổ đỏ,_,---,20m,"2,39 tỷ",https://alonhadat.com.vn/nhan-bookings-thap-gio-dong-2-toa-thap-dep-nhat-cua-d-a-the-gio-riverside-lh-o933-982-119-17291973.html,"Đường Quốc Lộ 1k, Phường Bình Thắng, Thành phố Dĩ An, Bình Dương",17291973.0,2,Căn hộ chung cư,"12,5m",65 m2,,Căn hộ chung cư The Gió Riverside (xem chi tiết dự án),,Cần bán,,5m,,40
Sổ hồng/ Sổ đỏ,_,---,30m,48 triệu / m2,https://alonhadat.com.vn/nhan-bookings-thap-gio-dong-2-toa-thap-dep-nhat-cua-d-a-the-gio-riverside-lh-o898-75-61-68-17356705.html,"Đường Vành Đai 3, Thành phố Thủ Đức, Hồ Chí Minh",17356705.0,2,Căn hộ chung cư,12m,65 m2,,,,Cần bán,,6m,,40
Sổ hồng/ Sổ đỏ,_,---,"10,m","7,19 tỷ",https://alonhadat.com.vn/dat-mt-truong-quang-duoc-nam-hoa-xuan-da-nang-gia-7-19-ty-dt-110m2--17393872.html,"Đường Trương Quang Được, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng",17393872.0,---,"Đất thổ cư, đất ở","21,5m",107 m2,---,,---,Cần bán,---,5m,---,---
Sổ hồng/ Sổ đỏ,Đông Nam,---,27m,"4,83 tỷ",https://alonhadat.com.vn/-ban-dat-mat-tien-nguyen-du-sat-bien-cam-binh-chi-500-trieu-met-ngang--17296412.html,"Thôn Cam Bình Đường Nguyễn Du, Xã Tân Phước, Thị xã La Gi, Bình Thuận",17296412.0,---,"Đất thổ cư, đất ở",32m,470 m2,---,,---,Cần bán,---,"11,5m",---,---
---,_,---,"7,5m","4,49 tỷ",https://alonhadat.com.vn/dat-nguyen-pham-tuan-da-nang-dt-95m2-gia-4-49-ty--17385672.html,"Đường Nguyễn Phạm Tuân, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng",17385672.0,---,"Đất thổ cư, đất ở",19m,92 m2,---,,---,Cần bán,---,5m,---,---
Giấy tờ hợp lệ,_,---,6m,"5,6 tỷ",https://alonhadat.com.vn/-ban-nha-hem-xe-tai-no-hau-6-8m-vua-o-vua-kinh-doanh--17393399.html,"Đường Dương Thị Mười, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",17393399.0,3,Nhà trong hẻm,16m,95 m2,---,,---,Cần bán,---,"5,1m",---,3
Sổ hồng/ Sổ đỏ,_,---,12m,23 tỷ,https://alonhadat.com.vn/ban-gap-can-goc-2mt-nguyen-dinh-chieu-dakao-quan-1-4x20-2-lau-st-23-ty-13168869.html,"Đường Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, Hồ Chí Minh",13168869.0,8,Nhà trong hẻm,20m,72 m2,---,,---,Cần bán,---,4m,---,3
---,_,---,"2,1m","6,6 tỷ",https://alonhadat.com.vn/ban-nha-thuy-khue-gan-ho-tay-bv-thu-cuc-dt-45m2-mt-3-6m-chi-6-6-ty-tang-gpxd-17336209.html,"Đường Thụy Khuê, Phường Bưởi, Quận Tây Hồ, Hà Nội",17336209.0,---,"Đất thổ cư, đất ở","12,5m",45 m2,---,,---,Cần bán,---,"3,6m",---,---
Sổ hồng/ Sổ đỏ,Đông Bắc,---,24m,67 triệu / m2,https://alonhadat.com.vn/150m2-tai-dinh-cu-binh-yen-vi-tri-hiem-dau-tu-sinh-loi-cuc-nhanh-gia-sieu-tot-17392847.html,"Tỉnh lộ 420, Xã Bình Yên, Huyện Thạch Thất, Hà Nội",17392847.0,---,"Đất nền, liền kề, đất dự án",25m,150 m2,---,,---,Cần bán,---,6m,---,---
Sổ hồng/ Sổ đỏ,Đông,---,10m,45 tỷ,https://alonhadat.com.vn/toa-can-ho-moi-tinh-8-tang-pho-ho-nghinh-mat-tien-16-7m-dong-tien-200trieu-thang-cuc-vip-17392017.html,"Đường Hồ Nghinh, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",17392017.0,16,Nhà mặt tiền,8m,121 m2,,,,Cần bán,,"16,7m",,8
Sổ hồng/ Sổ đỏ,Đông Nam,---,8m,860 triệu,https://alonhadat.com.vn/can-chuyen-nhuong-lo-dat-s-121-7m2-full-ont-vuong-van-cach-cho-uy-ban-300m-san-so-17114719.html,"Quốc lộ 21A, Xã Thanh Cao, Huyện Lương Sơn, Hòa Bình",17114719.0,---,"Đất thổ cư, đất ở",24m,121 m2,---,,---,Cần bán,---,5m,---,---
Sổ hồng/ Sổ đỏ,Đông Nam,---,2m,"12,6 tỷ",https://alonhadat.com.vn/dong-tien-900tr-nam-tai-trung-tam-ba-dinh-full-noi-that-thang-may-nhap-khau-17391056.html,"Đường Vĩnh Phúc, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội",17391056.0,10,Nhà trong hẻm,13m,55 m2,---,,---,Cần bán,---,"4,3m",---,6
Sổ hồng/ Sổ đỏ,Đông Bắc,---,15mm,"5,434 tỷ",https://alonhadat.com.vn/can-ban-mat-duong-cao-xuan-huy-vinh-tan-17039083.html,"Đường Cao Xuân Huy, Phường Đông Vĩnh, Thành phố Vinh, Nghệ An",17039083.0,---,"Đất thổ cư, đất ở",27m,147 m2,---,,---,Cần bán,---,"5,5m",---,---
Sổ hồng/ Sổ đỏ,_,---,8m,10 tỷ,https://alonhadat.com.vn/can-ban-1000m-dat-xay-dung-xuan-tho-thanh-pho-da-lat-14548730.html,"Xã Xuân Thọ, Thành phố Đà Lạt, Lâm Đồng",14548730.0,---,"Đất thổ cư, đất ở",41m,1.002 m2,---,,---,Cần bán,---,27m,---,---
Sổ hồng/ Sổ đỏ,_,---,20m,"36,5 tỷ",https://alonhadat.com.vn/ban-nha-mat-tien-duong-nguyen-van-cu-giao-voi-tinh-lo-10-q-binh-tan-16x65m-1000m2--17390358.html,"Đường Nguyễn Văn Cự, Phường Tân Tạo, Quận Bình Tân, Hồ Chí Minh",17390358.0,6,Nhà mặt tiền,65m,1.000 m2,,,---,Cần bán,,16m,---,1
Sổ hồng/ Sổ đỏ,_,---,6m,56 tỷ,https://alonhadat.com.vn/-quy-dat-vang-tt-quan-1-ng-cu-trinh-tran-dinh-xu-9-30-goc-2mt-vuong-216tr-m2-17313887.html,"Đường Trần Đình Xu, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh",17313887.0,3,Nhà trong hẻm,30m,262 m2,---,,---,Cần bán,---,9m,---,3
Sổ hồng/ Sổ đỏ,Tây Nam,---,3m,18 triệu / m2,https://alonhadat.com.vn/ban-dat-dep-63m3-sdcc-trang-minh-phu-luu-kien-an-hai-phong-16780061.html,"Đường Phù Lưu, Phường Tràng Minh, Quận Kiến An, Hải Phòng",16780061.0,---,"Đất thổ cư, đất ở",18m,63 m2,---,,---,Cần bán,---,"3,45m",---,---
Sổ hồng/ Sổ đỏ,_,---,6m,27 triệu / m2,https://alonhadat.com.vn/chinh-chu-can-ban-lo-dat-khu-du-lich-bien-quat-lam-nam-dinh-17388617.html,"Đường Triệu Việt Vương, Xã Giao Phong, Huyện Giao Thủy, Nam Định",17388617.0,---,"Đất thổ cư, đất ở",20m,100 m2,---,,---,Cần bán,---,5m,---,---
---,_,---,"5,5m","27,5 tỷ",https://alonhadat.com.vn/hiem-toa-can-ho-goc-ngay-pho-han-bien-pham-van-dong-7-tang-19-phong-chi-27-5-ty-17388596.html,"Đường Dương Đình Nghệ, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",17388596.0,19,Nhà mặt tiền,---,120 m2,---,,---,Cần bán,---,---,---,7
Sổ hồng/ Sổ đỏ,Đông Bắc,---,"5,0m","16,09 tỷ",https://alonhadat.com.vn/196-2m2-mt7m-mai-chau-dai-mach-len-cau-thuong-cat-17388559.html,"Nhà số 5, ngõ 20, Mai Châu Xã Đại Mạch, Huyện Đông Anh, Hà Nội",17388559.0,4,"Đất thổ cư, đất ở","24,5m",196 m2,,,,Cần bán,,"7,0m",,3
Sổ hồng/ Sổ đỏ,Tây Bắc,---,7m,3 tỷ,https://alonhadat.com.vn/can-ban-516m2-co-120m2-tho-cu-duong-truoc-dat-rong-7-met-gia-3-ty-17285858.html,"Đường Cây Thông Trong, Xã Cửa Dương, Thành phố Phú Quốc, Kiên Giang",17285858.0,---,"Đất thổ cư, đất ở","44,6m",516 m2,---,,---,Cần bán,---,"12,1m",---,---
Giấy phép KD,_,---,25m,"18,3 tỷ",https://alonhadat.com.vn/ban-nha-lien-ke-ktd-phu-luong-ha-dong-dt-86-m-5x17-vi-tri-dep-2-mat-duong-de-o-de-o-17369249.html,"nhà dự án Đường Văn Khê, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",17369249.0,5,"Biệt thự, nhà liền kề",17m,86 m2,,Khu đô thị mới Phú Lương (xem chi tiết dự án),,Cần bán,,5m,,4
Sổ hồng/ Sổ đỏ,Đông Nam,---,---,"11,787 tỷ",https://alonhadat.com.vn/qua-hoi-du-an-lumiere-midtown-q2-re-nhat-thi-truong-17387786.html,"Đường Đỗ Xuân Hợp, Phường An Phú, Thành phố Thủ Đức, Hồ Chí Minh",17387786.0,2,Căn hộ chung cư,---,76 m2,---,Khu dân cư The Global City (xem chi tiết dự án),,Cần bán,,---,,27
Sổ hồng/ Sổ đỏ,_,---,3m,"7,6 tỷ",https://alonhadat.com.vn/-ban-gap-nha-6-tang-co-thang-may-gia-7-6-ty-duong-thuy-khue-san-so-do-o-luon--17386882.html,"Phố Thụy Khuê, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội",17386882.0,3,Nhà trong hẻm,---,30 m2,---,,---,Cần bán,---,---,---,6
---,Tây Bắc,---,14m,"14,5 tỷ",https://alonhadat.com.vn/chinh-chu-ban-nha-mat-tien-863-hung-phu-14-5-ty-44-8m2-3pn-2wc-quan-8-tp-hcm-17386869.html,"863 Đường Hưng Phú, Phường 10, Quận 8, Hồ Chí Minh",17386869.0,3,Nhà mặt tiền,11m,45 m2,,,,Cần bán,---,4m,,2
Sổ hồng/ Sổ đỏ,_,---,3m,"7,6 tỷ",https://alonhadat.com.vn/-nha-6-tang-co-thang-may-gia-chi-7-6-ty-duong-thuy-khue-quan-tay-ho-so-do-dep--17386841.html,"Đường Thụy Khuê, Phường Bưởi, Quận Tây Hồ, Hà Nội",17386841.0,3,Nhà trong hẻm,---,30 m2,---,,---,Cần bán,---,---,---,6
Sổ hồng/ Sổ đỏ,Tây Bắc,---,10m,"4,35 tỷ",https://alonhadat.com.vn/lo-goc-duong-10-5m-tai-du-an-seavie-17386076.html,"G4_14 Đường Lạc Long Quân, Phường Điện Ngọc, Thị xã Điện Bàn, Quảng Nam",17386076.0,---,"Biệt thự, nhà liền kề",24m,155 m2,---,Khu đô thị mới Sea View (xem chi tiết dự án),---,Cần bán,---,7m,---,9
Sổ hồng/ Sổ đỏ,Tây Nam,---,9m,"6,2 triệu / m2",https://alonhadat.com.vn/dat-nen-phan-lo-thanh-pho-hue-gia-620tr-100m2-17385877.html,"Đường Dạ Lê, Phường Thủy Phương, Thị xã Hương Thủy, Huế",17385877.0,---,"Đất thổ cư, đất ở",18m,100 m2,---,,---,Cần bán,---,6m,---,---
Giấy tờ hợp lệ,_,---,3m,420 triệu,https://alonhadat.com.vn/-ban-gap-2-thua-dat-doi-dien-nhau-114m-111m-chi-420-trieu--17283697.html,"xã Thuận Điền, Huyện Giồng Trôm, Bến Tre",17283697.0,---,"Đất thổ cư, đất ở",40m,225 m2,---,,---,Cần bán,---,"3,8m",---,---
Sổ hồng/ Sổ đỏ,_,---,"3,5m","1,6 tỷ",https://alonhadat.com.vn/-ban-gap-dat-638m-159m-tho-cu-luong-phu-vinh-long--17283668.html,"xã Thuận Điền, Huyện Giồng Trôm, Bến Tre",17283668.0,---,"Đất thổ cư, đất ở",40m,638 m2,---,,---,Cần bán,---,16m,---,---
---,_,---,22m,59 tỷ,https://alonhadat.com.vn/can-ban-dat-vip-dt-420m2-cach-bien-300m-duong-31-thang-3-tp-quy-nhon-16966363.html,"00 Đường Tăng Bạt Hổ, Phường Trần Hưng Đạo, Thành phố Quy Nhơn, Bình Định",16966363.0,---,"Đất thổ cư, đất ở",30m,420 m2,---,,---,Cần bán,---,"13,7m",---,---
Sổ hồng/ Sổ đỏ,Đông Bắc,---,15m,"1,45 tỷ",https://alonhadat.com.vn/-khu-dan-an-phu-the-trident-city--15958000.html,"Đường Lê Nhân Tông, Phường An Phú, Thành phố Tam Kỳ, Quảng Nam",15958000.0,---,"Đất nền, liền kề, đất dự án",17m,102 m2,---,Khu đô thị mới An Phú -  Centura City - The Trident City (xem chi tiết dự án),---,Cần bán,---,6m,---,---
---,Bắc,---,4mm,"3,95 tỷ",https://alonhadat.com.vn/-dat-hoa-xuan-cam-le-da-nang-219m-full-tho-cu-canh-song-gia-chi-3-95-ty--17384786.html,"Tổ dân phố Quang Châu,  Đường Nhơn Hòa Xuân, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng",17384786.0,---,"Đất thổ cư, đất ở",16m,219 m2,---,Khu dân cư Nam Cầu Cẩm Lệ (xem chi tiết dự án),---,Cần bán,---,14m,---,---
Sổ hồng/ Sổ đỏ,_,---,15m,"16,4 tỷ",https://alonhadat.com.vn/ban-nha-van-quan-nha-moi-90m-5-t-noithaats-xin-duong-4-oto-2-ben-via-he-kinh-doanh-17-ty-16145222.html,"Đường Nguyễn Sơn Hà, Phường Văn Quán, Quận Hà Đông, Hà Nội",16145222.0,17,Nhà mặt tiền,"15,2m",76 m2,,,,Cần bán,,5m,,7
Sổ hồng/ Sổ đỏ,Tây Nam,---,12m,"1,47 tỷ",https://alonhadat.com.vn/ban-03-lo-dat-dep-kdt-trai-diem-1-tien-hai-17383911.html,"Xã Tây Giang, Huyện Tiền Hải, Thái Bình",17383911.0,---,"Đất thổ cư, đất ở",20m,90 m2,---,,---,Cần bán,---,"4,5m",---,---
---,_,---,30m,52 tỷ,https://alonhadat.com.vn/ban-lo-goc-biet-thu-dep-nhat-ban-dao-bao-linh-dam-dt400m2-x-6-tang-2-mat-duong-lo-8-ty-13394316.html,"Đường Linh Đàm, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",13394316.0,6,"Biệt thự, nhà liền kề",20m,260 m2,,Khu đô thị mới Linh Đàm (xem chi tiết dự án),,Cần bán,,13m,,4
